trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
101,True,"{'e': 0, 'a': 0}",20,5,28.779850807044628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'e': 0, 'a': 0}",20,16,10.692761150881054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'e': 0, 'a': 0}",20,7,25.697700693857268,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,True,"{'e': 0, 'a': 0}",20,15,8.530620213281994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'e': 0, 'a': 0}",25,12,21.936256350498468,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'e': 0, 'a': 0}",20,10,17.10006504231859,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'e': 0, 'a': 0}",25,13,24.8642383467935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'e': 0, 'a': 0}",20,15,8.839872564627882,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'e': 0, 'a': 0}",20,10,20.081217178545664,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'e': 0, 'a': 0}",20,16,5.96864475869359,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'e': 0, 'a': 0}",20,14,10.45970397881895,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'e': 0, 'a': 0}",25,17,13.404899821412766,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'e': 0, 'a': 0}",35,17,35.61202051861672,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'e': 0, 'a': 0}",20,11,16.137699626233875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'e': 0, 'a': 0}",20,14,12.397027025638426,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'e': 0, 'a': 0}",20,12,15.794337888361923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'e': 0, 'a': 0}",20,6,26.65772245661917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'e': 0, 'a': 0}",20,14,11.894519690437694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'e': 0, 'a': 0}",20,11,17.82159554049003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'e': 0, 'a': 0}",25,15,18.978639445000884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'e': 0, 'a': 0}",20,8,22.708010430709347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'e': 0, 'a': 0}",30,21,13.615655442912125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'e': 0, 'a': 0}",25,13,19.76886503248744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'e': 0, 'a': 0}",20,12,18.323728380116126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'e': 0, 'a': 0}",25,15,18.017127163133246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,True,"{'e': 0, 'a': 0}",20,11,13.518254139440591,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'e': 0, 'a': 0}",20,10,19.32328633079701,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'e': 0, 'a': 0}",20,8,22.93035386372529,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'e': 0, 'a': 0}",20,16,6.688425718460477,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'e': 0, 'a': 0}",25,15,16.03871475367415,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'e': 0, 'a': 0}",20,13,14.07817147221155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'e': 0, 'a': 0}",30,24,12.095656129959604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'e': 0, 'a': 0}",25,13,22.96983278841831,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'e': 0, 'a': 0}",20,11,14.542324457678847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'e': 0, 'a': 0}",25,19,10.710791585677072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'e': 0, 'a': 0}",30,13,32.76721633544703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'e': 0, 'a': 0}",30,16,25.629475596356937,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'e': 0, 'a': 0}",20,14,13.77937545420393,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'e': 0, 'a': 0}",25,17,16.385996460833987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'e': 0, 'a': 0}",20,9,19.95157427668406,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'e': 0, 'a': 0}",35,22,26.7609539577052,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'e': 0, 'a': 0}",30,20,23.314618074893165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'e': 0, 'a': 0}",25,16,18.525488071196154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'e': 0, 'a': 0}",20,13,15.526006750667309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'e': 0, 'a': 0}",20,14,10.980877359543491,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'e': 0, 'a': 0}",25,14,19.943478144174797,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'e': 0, 'a': 0}",30,19,21.634559425746012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'e': 0, 'a': 0}",25,15,20.588360467089394,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'e': 0, 'a': 0}",20,10,15.172486763687111,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'e': 0, 'a': 0}",20,14,12.624110087308132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,True,"{'e': 0, 'a': 0}",30,8,37.550117868471304,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,True,"{'e': 0, 'a': 0}",20,12,17.947132524065974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,True,"{'e': 0, 'a': 0}",20,14,12.518041271992901,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,True,"{'e': 0, 'a': 0}",25,14,23.78567847646327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,True,"{'e': 0, 'a': 0}",20,10,20.121153611934933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,True,"{'e': 0, 'a': 0}",30,17,25.319688616361567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,True,"{'e': 0, 'a': 0}",25,12,27.54672988561214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,True,"{'e': 0, 'a': 0}",30,15,29.286816685740842,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,True,"{'e': 0, 'a': 0}",20,12,16.048739417798725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,True,"{'e': 0, 'a': 0}",20,12,18.079771849251188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,True,"{'e': 0, 'a': 0}",20,16,6.633116539278077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,True,"{'e': 0, 'a': 0}",35,23,27.369432734826095,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,True,"{'e': 0, 'a': 0}",35,19,31.059280592769902,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,True,"{'e': 0, 'a': 0}",25,13,19.088566603322505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,True,"{'e': 0, 'a': 0}",20,16,9.558881971472761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,True,"{'e': 0, 'a': 0}",20,12,12.722678640161071,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,True,"{'e': 0, 'a': 0}",20,11,15.436088920089711,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,True,"{'e': 0, 'a': 0}",30,21,15.741397944762923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,True,"{'e': 0, 'a': 0}",25,13,24.40120320056608,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,True,"{'e': 0, 'a': 0}",20,16,8.859007044312445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,True,"{'e': 0, 'a': 0}",20,8,22.65582924799043,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,True,"{'e': 0, 'a': 0}",20,12,18.319821239805528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,True,"{'e': 0, 'a': 0}",20,16,9.004794360338186,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,True,"{'e': 0, 'a': 0}",20,12,19.13426718171702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,True,"{'e': 0, 'a': 0}",30,18,22.881996814348746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,True,"{'e': 0, 'a': 0}",20,16,7.362418329917806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,True,"{'e': 0, 'a': 0}",20,14,11.504164998375167,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,True,"{'e': 0, 'a': 0}",20,10,17.85365681196161,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,True,"{'e': 0, 'a': 0}",25,15,18.609495834198608,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,True,"{'e': 0, 'a': 0}",20,12,15.486517719088896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,True,"{'e': 0, 'a': 0}",25,15,19.992593050951392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,True,"{'e': 0, 'a': 0}",35,22,21.84319921929005,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,True,"{'e': 0, 'a': 0}",25,19,13.789679231258802,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,True,"{'e': 0, 'a': 0}",20,12,18.5213042271814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,True,"{'e': 0, 'a': 0}",30,18,26.579005774739496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,True,"{'e': 0, 'a': 0}",20,15,10.364416571297564,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,True,"{'e': 0, 'a': 0}",30,18,21.318695295897385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,True,"{'e': 0, 'a': 0}",20,10,22.608880956361975,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,True,"{'e': 0, 'a': 0}",25,15,19.74125196510019,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,True,"{'e': 0, 'a': 0}",20,8,21.598277534856003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,True,"{'e': 0, 'a': 0}",20,14,10.793645669877002,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,True,"{'e': 0, 'a': 0}",20,8,21.45365424279592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,True,"{'e': 0, 'a': 0}",25,19,10.414299767574231,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,True,"{'e': 0, 'a': 0}",25,14,18.484084980854494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,True,"{'e': 0, 'a': 0}",25,14,21.629135217328333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,True,"{'e': 0, 'a': 0}",20,10,18.986256296243635,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,True,"{'e': 0, 'a': 0}",25,17,11.80356361437054,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,True,"{'e': 0, 'a': 0}",20,12,16.5818507448737,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,True,"{'e': 0, 'a': 0}",20,11,17.330746446433167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,True,"{'e': 0, 'a': 0}",20,14,7.904899491895552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
